,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Date,Team
568,Murillo,5.0,br BRA,CB,22-142,90,0,0,0,0,1,0,0,0,58,1,0,5,0.0,0.0,0.0,2,0,38,45,84.4,3,27,0,0,0,2024-11-23,Nottingham Forest
569,Nikola Milenković,31.0,rs SRB,CB,27-042,90,0,0,0,0,1,0,0,0,39,1,1,2,0.0,0.0,0.0,0,0,29,32,90.6,1,20,0,0,0,2024-11-23,Nottingham Forest
570,Ola Aina,34.0,ng NGA,RB,28-046,90,0,0,0,0,0,0,1,0,49,2,2,0,0.0,0.0,0.0,1,0,29,41,70.7,3,22,2,1,0,2024-11-23,Nottingham Forest
571,Matz Sels,26.0,be BEL,GK,32-271,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,16,27,59.3,0,9,0,0,0,2024-11-23,Nottingham Forest
572,15 Players,,,,,990,0,0,0,0,7,0,2,0,422,16,10,10,0.3,0.3,0.2,13,0,253,327,77.4,24,182,13,14,4,2024-11-23,Nottingham Forest
573,Chris Wood,11.0,nz NZL,FW,33-014,89,0,0,0,0,3,2,0,0,30,0,0,2,0.3,0.3,0.0,0,0,11,17,64.7,1,15,0,1,0,2024-12-21,Nottingham Forest
574,Taiwo Awoniyi,9.0,ng NGA,FW,27-131,1,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,2024-12-21,Nottingham Forest
575,Callum Hudson-Odoi,14.0,eng ENG,AM,24-044,90,0,0,0,0,1,0,0,0,50,0,3,0,0.1,0.1,0.3,5,1,29,36,80.6,3,32,6,5,1,2024-12-21,Nottingham Forest
576,Anthony Elanga,21.0,se SWE,AM,22-238,63,1,0,0,0,2,2,0,0,28,0,1,0,0.2,0.2,0.0,0,0,13,22,59.1,1,15,3,2,0,2024-12-21,Nottingham Forest
577,Ryan Yates,22.0,eng ENG,"AM,CM",27-030,27,0,0,0,0,0,0,0,0,10,2,3,1,0.0,0.0,0.0,0,0,2,2,100.0,1,1,0,0,0,2024-12-21,Nottingham Forest
578,Elliot Anderson,8.0,eng ENG,CM,22-045,63,0,0,0,0,0,0,0,0,43,2,0,1,0.0,0.0,0.1,2,0,24,32,75.0,3,25,1,3,0,2024-12-21,Nottingham Forest
579,Nicolás Domínguez,16.0,ar ARG,CM,26-176,27,0,0,0,0,0,0,1,0,11,0,0,0,0.0,0.0,0.0,0,0,8,10,80.0,1,3,0,0,0,2024-12-21,Nottingham Forest
580,Morgan Gibbs-White,10.0,eng ENG,CM,24-329,74,0,0,0,0,0,0,1,0,59,8,1,0,0.0,0.0,0.1,4,0,40,45,88.9,6,31,1,1,1,2024-12-21,Nottingham Forest
581,Jota Silva,20.0,pt POR,"CM,AM",25-142,16,0,0,0,0,0,0,1,0,9,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,4,0,1,0,2024-12-21,Nottingham Forest
582,Neco Williams,7.0,wls WAL,WB,23-252,89,0,1,0,0,1,0,0,0,50,1,0,0,0.0,0.0,0.2,3,1,27,37,73.0,5,26,6,2,0,2024-12-21,Nottingham Forest
583,Harry Toffolo,15.0,eng ENG,WB,29-124,1,0,0,0,0,0,0,0,0,2,0,1,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,2024-12-21,Nottingham Forest
584,Ola Aina,34.0,ng NGA,WB,28-074,90,1,0,0,0,2,1,0,0,51,2,3,1,0.2,0.2,0.0,1,0,23,36,63.9,4,19,5,4,2,2024-12-21,Nottingham Forest
585,Morato,4.0,br BRA,CB,23-174,90,0,0,0,0,0,0,0,0,38,2,1,2,0.0,0.0,0.0,0,0,20,25,80.0,1,12,0,0,0,2024-12-21,Nottingham Forest
586,Murillo,5.0,br BRA,CB,22-170,90,0,0,0,0,0,0,1,0,38,1,3,2,0.0,0.0,0.0,3,0,21,23,91.3,2,15,0,0,0,2024-12-21,Nottingham Forest
587,Nikola Milenković,31.0,rs SRB,CB,27-070,90,0,0,0,0,1,1,0,0,39,1,2,3,0.0,0.0,0.0,0,0,14,21,66.7,1,9,0,0,0,2024-12-21,Nottingham Forest
588,Matz Sels,26.0,be BEL,GK,32-299,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,9,24,37.5,0,13,0,0,0,2024-12-21,Nottingham Forest
589,16 Players,,,,,990,2,1,0,0,10,6,4,0,487,20,18,12,0.9,0.9,0.7,18,2,245,336,72.9,29,221,22,19,4,2024-12-21,Nottingham Forest
590,Chris Wood,11.0,nz NZL,FW,32-319,83,1,0,0,0,4,2,0,0,22,0,0,0,0.9,0.9,0.1,1,0,8,14,57.1,0,8,0,0,0,2024-10-21,Nottingham Forest
591,Taiwo Awoniyi,9.0,ng NGA,FW,27-070,7,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,3,1,1,0,2024-10-21,Nottingham Forest
592,Callum Hudson-Odoi,14.0,eng ENG,LW,23-349,83,0,0,0,0,2,0,0,0,38,0,0,0,0.1,0.1,0.1,5,0,29,33,87.9,1,17,4,3,2,2024-10-21,Nottingham Forest
593,Ramón Sosa,24.0,py PAR,LW,25-051,7,0,0,0,0,1,0,0,0,9,0,1,0,0.0,0.0,0.0,0,0,4,5,80.0,0,4,0,1,1,2024-10-21,Nottingham Forest
594,Anthony Elanga,21.0,se SWE,RW,22-177,62,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.1,4,0,19,29,65.5,1,17,1,2,0,2024-10-21,Nottingham Forest
595,Jota Silva,20.0,pt POR,RW,25-081,28,0,0,0,0,0,0,0,0,14,1,0,1,0.0,0.0,0.0,0,0,1,5,20.0,0,7,1,3,1,2024-10-21,Nottingham Forest
596,Elliot Anderson,8.0,eng ENG,AM,21-350,77,0,0,0,0,4,2,1,0,59,1,0,2,0.3,0.3,0.9,11,0,39,43,90.7,4,26,4,6,6,2024-10-21,Nottingham Forest
597,Neco Williams,7.0,wls WAL,LM,23-191,13,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,1,0,10,13,76.9,1,9,1,1,1,2024-10-21,Nottingham Forest
598,Nicolás Domínguez,16.0,ar ARG,"DM,CM",26-115,90,0,0,0,0,2,1,1,0,75,2,2,5,0.1,0.1,0.0,1,0,56,62,90.3,7,30,4,0,0,2024-10-21,Nottingham Forest
599,Ryan Yates,22.0,eng ENG,"DM,CM",26-335,90,0,0,0,0,4,0,0,0,55,1,5,0,0.3,0.3,0.2,6,0,26,34,76.5,2,26,0,0,0,2024-10-21,Nottingham Forest
600,Álex Moreno,19.0,es ESP,LB,31-135,77,0,0,0,0,2,0,0,0,62,2,0,4,0.0,0.0,0.1,3,1,38,51,74.5,8,32,4,2,1,2024-10-21,Nottingham Forest
601,Morato,4.0,br BRA,CB,23-113,13,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,5,8,62.5,0,4,0,0,0,2024-10-21,Nottingham Forest
602,Murillo,5.0,br BRA,CB,22-109,90,0,0,0,0,1,1,0,0,77,0,2,0,0.0,0.0,0.0,1,1,56,66,84.8,4,37,0,4,4,2024-10-21,Nottingham Forest
603,Nikola Milenković,31.0,rs SRB,CB,27-009,90,0,0,0,0,0,0,0,0,52,0,2,2,0.0,0.0,0.0,0,0,35,44,79.5,2,18,0,0,0,2024-10-21,Nottingham Forest
604,Ola Aina,34.0,ng NGA,"RB,RM",28-013,90,0,0,0,0,0,0,0,0,63,2,2,2,0.0,0.0,0.0,2,0,38,51,74.5,8,30,5,4,0,2024-10-21,Nottingham Forest
605,Matz Sels,26.0,be BEL,GK,32-238,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,24,31,77.4,0,22,0,0,0,2024-10-21,Nottingham Forest
606,16 Players,,,,,990,1,0,0,0,20,6,2,0,625,9,14,16,1.7,1.7,1.5,36,2,391,493,79.3,38,290,25,27,16,2024-10-21,Nottingham Forest
607,Chris Wood,11.0,nz NZL,FW,33-007,90,0,0,0,0,1,0,0,0,22,0,1,0,0.1,0.1,0.0,2,0,9,13,69.2,1,12,1,2,1,2024-12-14,Nottingham Forest
608,Callum Hudson-Odoi,14.0,eng ENG,LW,24-037,89,0,0,0,0,1,0,0,0,60,0,0,0,0.0,0.0,0.1,5,0,45,55,81.8,6,51,9,2,1,2024-12-14,Nottingham Forest
609,Willy Boly,30.0,ci CIV,CB,33-315,1,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,2024-12-14,Nottingham Forest
610,Nicolás Domínguez,16.0,ar ARG,RW,26-169,76,0,0,0,0,2,1,0,0,51,2,1,0,0.5,0.5,0.0,2,0,42,43,97.7,4,32,1,0,0,2024-12-14,Nottingham Forest
611,Anthony Elanga,21.0,se SWE,"RW,RM",22-231,14,1,0,0,0,1,1,0,0,10,0,0,0,0.2,0.2,0.0,0,0,5,6,83.3,0,6,1,0,0,2024-12-14,Nottingham Forest
612,Morgan Gibbs-White,10.0,eng ENG,"AM,CM",24-322,90,0,1,0,0,2,1,0,0,69,0,0,1,0.1,0.1,0.9,4,1,52,56,92.9,4,50,2,4,3,2024-12-14,Nottingham Forest
613,Elliot Anderson,8.0,eng ENG,"DM,CM",22-038,90,0,1,0,0,2,0,0,0,87,7,2,0,0.1,0.1,0.4,12,2,57,68,83.8,5,48,3,5,3,2024-12-14,Nottingham Forest
614,Ryan Yates,22.0,eng ENG,DM,27-023,67,0,0,0,0,2,1,0,0,50,2,0,1,0.1,0.1,0.0,1,0,39,42,92.9,2,21,0,0,0,2024-12-14,Nottingham Forest
615,Jota Silva,20.0,pt POR,"DM,LM",25-135,23,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,2,0,6,8,75.0,0,8,1,0,0,2024-12-14,Nottingham Forest
616,Neco Williams,7.0,wls WAL,LB,23-245,90,0,0,0,0,3,1,0,0,61,2,0,1,0.1,0.1,0.0,2,1,45,49,91.8,9,37,2,1,1,2024-12-14,Nottingham Forest
617,Murillo,5.0,br BRA,CB,22-163,67,0,0,0,0,1,0,0,0,64,0,2,2,0.1,0.1,0.0,1,0,50,57,87.7,4,46,0,1,1,2024-12-14,Nottingham Forest
618,Morato,4.0,br BRA,CB,23-167,23,0,0,0,0,0,0,0,0,14,2,1,0,0.0,0.0,0.0,0,0,7,9,77.8,0,7,0,0,0,2024-12-14,Nottingham Forest
619,Nikola Milenković,31.0,rs SRB,CB,27-063,90,1,0,0,0,2,1,0,0,48,1,1,2,0.5,0.5,0.0,0,0,34,37,91.9,2,28,0,0,0,2024-12-14,Nottingham Forest
620,Ola Aina,34.0,ng NGA,RB,28-067,90,0,0,0,0,0,0,0,0,51,2,0,0,0.0,0.0,0.1,2,0,36,42,85.7,1,35,1,0,0,2024-12-14,Nottingham Forest
621,Matz Sels,26.0,be BEL,GK,32-292,90,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,13,15,86.7,0,7,0,0,0,2024-12-14,Nottingham Forest
622,15 Players,,,,,990,2,2,0,0,17,6,0,0,620,19,8,7,1.8,1.8,1.5,33,4,441,501,88.0,38,389,21,15,10,2024-12-14,Nottingham Forest
623,Chris Wood,11.0,nz NZL,FW,33-019,86,0,0,0,0,0,0,0,0,24,0,0,1,0.0,0.0,0.0,2,0,11,18,61.1,1,13,1,0,0,2024-12-26,Nottingham Forest
624,Taiwo Awoniyi,9.0,ng NGA,FW,27-136,4,0,0,0,0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,1,0,0,2024-12-26,Nottingham Forest
625,Callum Hudson-Odoi,14.0,eng ENG,LW,24-049,86,0,0,0,0,1,0,0,0,38,1,1,1,0.0,0.0,0.1,2,0,22,26,84.6,1,26,6,3,1,2024-12-26,Nottingham Forest
626,Ramón Sosa,24.0,py PAR,LW,25-117,4,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,1,1,2024-12-26,Nottingham Forest
627,Anthony Elanga,21.0,se SWE,RW,22-243,73,1,0,0,0,3,2,0,0,23,0,0,1,0.3,0.3,0.0,3,0,9,14,64.3,1,14,1,1,1,2024-12-26,Nottingham Forest
628,Morato,4.0,br BRA,CB,23-179,17,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,0,4,0.0,0,0,0,0,0,2024-12-26,Nottingham Forest
629,Morgan Gibbs-White,10.0,eng ENG,"AM,RW",24-334,81,0,1,0,0,1,1,0,0,46,1,2,0,0.2,0.2,0.2,5,1,26,34,76.5,9,31,4,3,1,2024-12-26,Nottingham Forest
630,Jota Silva,20.0,pt POR,RW,25-147,9,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,4,0,1,0,2024-12-26,Nottingham Forest
631,Elliot Anderson,8.0,eng ENG,"DM,CM",22-050,81,0,0,0,0,1,0,1,0,44,4,2,2,0.1,0.1,0.2,1,0,22,32,68.8,4,20,0,3,2,2024-12-26,Nottingham Forest
632,James Ward-Prowse,18.0,eng ENG,CM,30-055,9,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,2024-12-26,Nottingham Forest
633,Ryan Yates,22.0,eng ENG,"DM,CM",27-035,90,0,0,0,0,0,0,1,0,31,2,0,1,0.0,0.0,0.0,1,1,19,24,79.2,1,7,0,0,0,2024-12-26,Nottingham Forest
634,Neco Williams,7.0,wls WAL,"LB,LM",23-257,90,0,0,0,0,1,0,0,0,42,4,4,3,0.0,0.0,0.0,1,0,19,24,79.2,1,22,1,1,0,2024-12-26,Nottingham Forest
635,Murillo,5.0,br BRA,CB,22-175,90,0,0,0,0,0,0,1,0,53,4,1,8,0.0,0.0,0.0,0,0,20,29,69.0,4,16,0,2,2,2024-12-26,Nottingham Forest
636,Nikola Milenković,31.0,rs SRB,CB,27-075,90,0,0,0,0,1,0,0,0,29,4,0,1,0.2,0.2,0.0,0,0,15,19,78.9,1,9,0,0,0,2024-12-26,Nottingham Forest
637,Ola Aina,34.0,ng NGA,"RB,RM",28-079,90,0,0,0,0,1,0,0,0,40,0,0,1,0.2,0.2,0.0,2,0,24,32,75.0,1,19,1,1,1,2024-12-26,Nottingham Forest
638,Matz Sels,26.0,be BEL,GK,32-304,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,1,0,12,24,50.0,0,11,0,0,0,2024-12-26,Nottingham Forest
639,16 Players,,,,,990,1,1,0,0,10,3,3,0,418,21,10,19,1.1,1.1,0.5,18,2,202,287,70.4,24,195,15,16,9,2024-12-26,Nottingham Forest
640,Chris Wood,11.0,nz NZL,FW,33-000,78,1,0,0,0,2,1,0,0,11,0,1,0,0.3,0.3,0.0,1,0,3,6,50.0,1,6,0,0,0,2024-12-7,Nottingham Forest
641,Anthony Elanga,21.0,se SWE,"RM,FW",22-224,12,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,1,0,0,2024-12-7,Nottingham Forest
642,Callum Hudson-Odoi,14.0,eng ENG,"LW,LM",24-030,89,0,1,0,0,0,0,0,0,29,2,1,0,0.0,0.0,0.1,4,1,22,26,84.6,3,13,0,0,0,2024-12-7,Nottingham Forest
643,Taiwo Awoniyi,9.0,ng NGA,FW,27-117,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,1,0,0,0,2024-12-7,Nottingham Forest
644,Jota Silva,20.0,pt POR,RW,25-128,67,0,0,0,0,2,0,1,0,25,2,1,1,0.1,0.1,0.1,4,1,11,15,73.3,0,9,0,1,0,2024-12-7,Nottingham Forest
645,Morato,4.0,br BRA,CB,23-160,23,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,4,5,80.0,1,2,0,0,0,2024-12-7,Nottingham Forest
646,Morgan Gibbs-White,10.0,eng ENG,"AM,RM",24-315,78,1,1,0,0,2,1,0,0,46,0,1,0,0.1,0.1,0.3,2,1,20,33,60.6,2,25,2,4,2,2024-12-7,Nottingham Forest
647,Nicolás Domínguez,16.0,ar ARG,"LM,FW,RM",26-162,12,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,2,4,50.0,1,1,0,0,0,2024-12-7,Nottingham Forest
648,Ryan Yates,22.0,eng ENG,"DM,CM",27-016,90,0,0,0,0,0,0,0,0,36,1,0,3,0.0,0.0,0.0,1,0,23,28,82.1,0,7,1,0,0,2024-12-7,Nottingham Forest
649,Elliot Anderson,8.0,eng ENG,"DM,CM",22-031,90,0,1,0,0,1,0,0,0,45,6,2,2,0.0,0.0,0.1,2,1,17,28,60.7,1,20,1,5,1,2024-12-7,Nottingham Forest
650,Neco Williams,7.0,wls WAL,LB,23-238,90,0,0,0,0,1,0,1,0,31,4,1,1,0.0,0.0,0.0,1,0,14,18,77.8,0,10,0,3,2,2024-12-7,Nottingham Forest
651,Murillo,5.0,br BRA,CB,22-156,90,0,0,0,0,1,0,0,0,25,0,0,0,0.1,0.1,0.0,2,0,12,16,75.0,2,9,0,0,0,2024-12-7,Nottingham Forest
652,Nikola Milenković,31.0,rs SRB,CB,27-056,90,1,0,0,0,2,1,0,0,26,0,0,3,0.1,0.1,0.0,0,0,8,14,57.1,0,2,0,0,0,2024-12-7,Nottingham Forest
653,Ola Aina,34.0,ng NGA,RB,28-060,90,0,0,0,0,0,0,0,0,41,0,1,0,0.0,0.0,0.1,2,0,25,33,75.8,2,16,3,3,3,2024-12-7,Nottingham Forest
654,Matz Sels,26.0,be BEL,GK,32-285,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,10,33,30.3,0,20,0,0,0,2024-12-7,Nottingham Forest
655,15 Players,,,,,990,3,3,0,0,11,3,2,0,371,16,8,11,0.8,0.8,0.7,19,4,172,263,65.4,13,142,8,16,8,2024-12-7,Nottingham Forest
656,Chris Wood,11.0,nz NZL,FW,32-254,71,1,0,0,0,1,1,0,0,32,0,0,0,0.7,0.7,0.0,0,0,16,26,61.5,1,10,1,0,0,2024-8-17,Nottingham Forest
657,Taiwo Awoniyi,9.0,ng NGA,FW,27-005,19,0,0,0,0,1,1,0,0,8,0,0,0,0.1,0.1,0.0,1,0,4,5,80.0,1,4,0,1,1,2024-8-17,Nottingham Forest
658,Callum Hudson-Odoi,14.0,eng ENG,LW,23-284,71,0,0,0,0,2,2,0,0,45,0,0,0,0.1,0.1,0.1,5,0,33,39,84.6,1,23,6,2,0,2024-8-17,Nottingham Forest
659,Elliot Anderson,8.0,eng ENG,LW,21-285,19,0,0,0,0,0,0,0,0,21,0,1,1,0.0,0.0,0.0,0,0,6,13,46.2,0,7,1,1,0,2024-8-17,Nottingham Forest
660,Anthony Elanga,21.0,se SWE,RW,22-112,53,0,0,0,0,1,1,0,0,38,0,0,0,0.0,0.0,0.1,5,0,26,31,83.9,3,21,1,4,2,2024-8-17,Nottingham Forest
661,Nicolás Domínguez,16.0,ar ARG,RW,26-050,37,0,0,0,0,0,0,0,0,32,2,0,0,0.0,0.0,0.0,2,0,24,29,82.8,3,11,0,0,0,2024-8-17,Nottingham Forest
662,Morgan Gibbs-White,10.0,eng ENG,AM,24-203,90,0,0,0,0,2,0,0,0,75,1,1,0,0.1,0.1,0.1,6,0,46,63,73.0,6,44,2,4,1,2024-8-17,Nottingham Forest
663,Danilo,28.0,br BRA,DM,23-110,14,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,4,0,3,1,2024-8-17,Nottingham Forest
664,Ryan Yates,22.0,eng ENG,DM,26-270,76,0,0,0,0,3,2,0,0,53,1,0,1,0.2,0.2,0.0,4,1,35,37,94.6,7,32,5,3,1,2024-8-17,Nottingham Forest
665,Ibrahim Sangaré,6.0,ci CIV,DM,26-259,90,0,0,0,0,0,0,0,0,64,5,1,2,0.0,0.0,0.0,0,0,38,54,70.4,5,16,0,0,0,2024-8-17,Nottingham Forest
666,Ola Aina,34.0,ng NGA,LB,27-314,53,0,0,0,0,1,0,0,0,42,2,1,1,0.0,0.0,0.0,1,0,22,33,66.7,4,13,2,1,0,2024-8-17,Nottingham Forest
667,Harry Toffolo,15.0,eng ENG,LB,28-364,37,0,0,0,0,1,0,0,0,36,2,0,0,0.0,0.0,0.0,0,0,22,30,73.3,1,8,0,0,0,2024-8-17,Nottingham Forest
668,Murillo,5.0,br BRA,CB,22-044,90,0,0,0,0,0,0,0,0,50,1,0,2,0.0,0.0,0.0,0,0,36,39,92.3,1,17,0,1,1,2024-8-17,Nottingham Forest
669,Willy Boly,30.0,ci CIV,CB,33-196,90,0,0,0,0,1,1,0,0,70,4,1,3,0.1,0.1,0.0,0,0,42,53,79.2,2,32,0,0,0,2024-8-17,Nottingham Forest
670,Neco Williams,7.0,wls WAL,RB,23-126,90,0,0,0,0,1,0,1,0,55,5,2,2,0.0,0.0,0.2,2,0,31,40,77.5,2,21,0,3,2,2024-8-17,Nottingham Forest
671,Matz Sels,26.0,be BEL,GK,32-173,90,0,0,0,0,0,0,0,0,50,1,0,0,0.0,0.0,0.0,0,0,36,48,75.0,0,36,0,0,0,2024-8-17,Nottingham Forest
672,16 Players,,,,,990,1,0,0,0,14,8,1,0,677,24,7,12,1.4,1.4,0.5,26,1,420,543,77.3,37,299,18,23,9,2024-8-17,Nottingham Forest
673,Chris Wood,11.0,nz NZL,FW,32-268,90,1,0,0,0,5,3,0,0,35,0,1,0,0.5,0.5,0.0,2,0,15,19,78.9,3,25,2,2,1,2024-8-31,Nottingham Forest
674,Callum Hudson-Odoi,14.0,eng ENG,LW,23-298,79,0,0,0,0,3,0,0,0,28,1,1,2,0.1,0.1,0.0,5,1,16,21,76.2,3,17,3,1,1,2024-8-31,Nottingham Forest
675,Ramón Sosa,24.0,py PAR,LW,25-000,11,0,0,0,0,1,0,0,0,13,0,0,0,0.1,0.1,0.2,3,0,3,7,42.9,0,7,2,2,1,2024-8-31,Nottingham Forest
676,Anthony Elanga,21.0,se SWE,RW,22-126,89,0,0,0,0,1,0,0,0,29,0,0,0,0.0,0.0,0.1,2,0,17,23,73.9,1,17,4,1,0,2024-8-31,Nottingham Forest
677,Jota Silva,20.0,pt POR,RW,25-030,1,0,0,0,0,0,0,0,0,6,0,1,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,2,0,2024-8-31,Nottingham Forest
678,Morgan Gibbs-White,10.0,eng ENG,AM,24-217,90,0,0,0,0,3,2,1,0,49,0,0,0,0.1,0.1,0.4,5,0,30,38,78.9,9,29,2,3,1,2024-8-31,Nottingham Forest
679,Elliot Anderson,8.0,eng ENG,DM,21-299,89,0,1,0,0,1,0,1,0,58,4,0,1,0.0,0.0,0.1,4,1,37,47,78.7,2,34,1,5,2,2024-8-31,Nottingham Forest
680,Taiwo Awoniyi,9.0,ng NGA,DM,27-019,1,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-8-31,Nottingham Forest
681,Ibrahim Sangaré,6.0,ci CIV,DM,26-273,57,0,0,0,0,0,0,1,0,38,7,1,1,0.0,0.0,0.0,2,0,21,24,87.5,2,18,0,0,0,2024-8-31,Nottingham Forest
682,Ryan Yates,22.0,eng ENG,DM,26-284,33,0,0,0,0,0,0,0,0,21,0,0,1,0.0,0.0,0.1,2,0,12,15,80.0,0,9,0,2,1,2024-8-31,Nottingham Forest
683,Ola Aina,34.0,ng NGA,LB,27-328,90,0,0,0,0,1,0,0,0,67,0,5,0,0.0,0.0,0.1,2,0,41,56,73.2,9,33,6,2,1,2024-8-31,Nottingham Forest
684,Murillo,5.0,br BRA,CB,22-058,90,0,0,0,0,0,0,0,0,71,2,0,3,0.0,0.0,0.0,1,0,50,63,79.4,5,32,2,0,0,2024-8-31,Nottingham Forest
685,Nikola Milenković,31.0,rs SRB,CB,26-324,90,0,0,0,0,0,0,0,0,46,1,1,0,0.0,0.0,0.0,1,0,38,42,90.5,2,21,0,0,0,2024-8-31,Nottingham Forest
686,Neco Williams,7.0,wls WAL,RB,23-140,90,0,0,0,0,1,0,0,0,39,2,0,0,0.1,0.1,0.0,1,0,21,33,63.6,2,18,3,1,0,2024-8-31,Nottingham Forest
687,Matz Sels,26.0,be BEL,GK,32-187,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,10,22,45.5,0,13,0,0,0,2024-8-31,Nottingham Forest
688,15 Players,,,,,990,1,1,0,0,16,5,3,0,525,17,10,9,1.0,1.0,1.0,30,2,312,412,75.7,38,275,25,21,8,2024-8-31,Nottingham Forest
689,Chris Wood,11.0,nz NZL,FW,32-359,90,1,0,1,1,0,0,0,0,19,0,0,0,0.8,0.0,0.0,0,0,3,12,25.0,0,7,1,1,0,2024-11-30,Nottingham Forest
690,Callum Hudson-Odoi,14.0,eng ENG,LW,24-023,87,0,0,0,0,2,1,0,0,36,0,0,0,0.2,0.2,0.1,6,0,23,30,76.7,1,29,4,5,2,2024-11-30,Nottingham Forest
691,Ramón Sosa,24.0,py PAR,LW,25-091,3,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0.0,0.0,1,0,2,2,100.0,0,1,1,0,0,2024-11-30,Nottingham Forest
692,Jota Silva,20.0,pt POR,RW,25-121,77,0,0,0,0,1,0,0,0,26,0,1,0,0.1,0.1,0.2,4,1,6,14,42.9,0,11,2,2,1,2024-11-30,Nottingham Forest
693,Anthony Elanga,21.0,se SWE,RW,22-217,13,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,1,0,0,0,2024-11-30,Nottingham Forest
694,Morgan Gibbs-White,10.0,eng ENG,AM,24-308,77,0,0,0,0,3,2,1,0,43,0,0,0,0.1,0.1,0.1,2,0,27,33,81.8,5,34,5,3,2,2024-11-30,Nottingham Forest
695,Morato,4.0,br BRA,CB,23-153,13,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,2024-11-30,Nottingham Forest
696,Ryan Yates,22.0,eng ENG,"DM,CM",27-009,90,0,0,0,0,2,0,0,0,41,2,2,2,0.2,0.2,0.0,1,0,25,31,80.6,1,16,0,1,1,2024-11-30,Nottingham Forest
697,Elliot Anderson,8.0,eng ENG,DM,22-024,70,0,0,0,0,0,0,0,0,51,3,1,0,0.0,0.0,0.2,5,1,35,42,83.3,8,29,1,3,1,2024-11-30,Nottingham Forest
698,Nicolás Domínguez,16.0,ar ARG,"CM,DM",26-155,20,0,0,0,0,0,0,0,0,14,2,1,2,0.0,0.0,0.0,0,0,6,9,66.7,0,5,0,0,0,2024-11-30,Nottingham Forest
699,Neco Williams,7.0,wls WAL,LB,23-231,77,0,0,0,0,1,0,0,0,43,3,0,1,0.0,0.0,0.1,3,0,26,34,76.5,4,25,3,2,0,2024-11-30,Nottingham Forest
700,Álex Moreno,19.0,es ESP,"LM,LB",31-175,13,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,5,10,50.0,0,3,0,0,0,2024-11-30,Nottingham Forest
701,Murillo,5.0,br BRA,CB,22-149,90,0,0,0,0,1,1,0,0,59,3,0,3,0.2,0.2,0.0,0,0,32,44,72.7,2,30,0,0,0,2024-11-30,Nottingham Forest
